1,Physical sciences
5p9,Fungi; Behaviour; 
6,Invertebrates
6a0,Invertebrates; Methods; 
6a1,Invertebrates; Methods; Lower invertebrates
6a2,Invertebrates; Methods; Mollusca
6a3,Invertebrates; Methods; Vermes
6a4,Invertebrates; Methods; Crustacea
6a5,Invertebrates; Methods; Arachnida
6a6,Invertebrates; Methods; Insecta;  
6a7,Invertebrates; Methods; Exopterygota
6a8,Invertebrates; Methods; Diptera
6a9,Invertebrates; Methods; 
6b0,Invertebrates; Morphology; Taxonomy; 
6b1,Invertebrates; Morphology; Taxonomy; Lower invertebrates
6b2,Invertebrates; Morphology; Taxonomy; Mollusca
6b3,Invertebrates; Morphology; Taxonomy; Vermes
6b4,Invertebrates; Morphology; Taxonomy; Crustacea
6b5,Invertebrates; Morphology; Taxonomy; Arachnida
6b6,Invertebrates; Morphology; Taxonomy; Insecta; 
6b7,Invertebrates; Morphology; Taxonomy; Exopterygota
6b8,Invertebrates; Morphology; Taxonomy; Diptera
6b9,Invertebrates; Morphology; Taxonomy; 
6c0,Invertebrates; Geographical distribution;  
6c1,Invertebrates; Geographical distribution;  Lower invertebrates
6c2,Invertebrates; Geographical distribution;  Mollusca
6c3,Invertebrates; Geographical distribution;  Vermes
6c4,Invertebrates; Geographical distribution;  Crustacea
6c5,Invertebrates; Geographical distribution;  Arachnida
6c6,Invertebrates; Geographical distribution;  Insecta; 
6c7,Invertebrates; Geographical distribution;  Exopterygota
6c8,Invertebrates; Geographical distribution;  Diptera
6c9,Invertebrates; Geographical distribution;  
6d0,Invertebrates; Biochemistry; Physiology; 
6d1,Invertebrates; Biochemistry; Physiology; Lower invertebrates
6d2,Invertebrates; Biochemistry; Physiology; Mollusca
6d3,Invertebrates; Biochemistry; Physiology; Vermes
6d4,Invertebrates; Biochemistry; Physiology; Crustacea
6d5,Invertebrates; Biochemistry; Physiology; Arachnida
6d6,Invertebrates; Biochemistry; Physiology; Insecta; 
6d7,Invertebrates; Biochemistry; Physiology; Exopterygota
6d8,Invertebrates; Biochemistry; Physiology; Diptera
6d9,Invertebrates; Biochemistry; Physiology; 
6da0,Invertebrates; Physiological techniques; Biochemical techniques; 
6da1,Invertebrates; Physiological techniques; Biochemical techniques; Lower invertebrates
6da2,Invertebrates; Physiological techniques; Biochemical techniques; Mollusca
6da3,Invertebrates; Physiological techniques; Biochemical techniques; Vermes
6da4,Invertebrates; Physiological techniques; Biochemical techniques; Crustacea
6da5,Invertebrates; Physiological techniques; Biochemical techniques; Arachnida
6da6,Invertebrates; Physiological techniques; Biochemical techniques; Insecta; 
6da7,Invertebrates; Physiological techniques; Biochemical techniques; Exopterygota
6da8,Invertebrates; Physiological techniques; Biochemical techniques; Diptera
6da9,Invertebrates; Physiological techniques; Biochemical techniques; 
6db0,Invertebrates; Histology; Histochemistry; Cytology; 
6db1,Invertebrates; Histology; Histochemistry; Cytology; Lower invertebrates
6db2,Invertebrates; Histology; Histochemistry; Cytology; Mollusca
6db3,Invertebrates; Histology; Histochemistry; Cytology; Vermes
6db4,Invertebrates; Histology; Histochemistry; Cytology; Crustacea
6db5,Invertebrates; Histology; Histochemistry; Cytology; Arachnida
6db6,Invertebrates; Histology; Histochemistry; Cytology; Insecta; 
6db7,Invertebrates; Histology; Histochemistry; Cytology; Exopterygota
6db8,Invertebrates; Histology; Histochemistry; Cytology; Diptera
6db9,Invertebrates; Histology; Histochemistry; Cytology; 
6dc0,Invertebrates; Animal fluids; 
6dc1,Invertebrates; Animal fluids; Lower invertebrates
6dc2,Invertebrates; Animal fluids; Mollusca
6dc3,Invertebrates; Animal fluids; Vermes
6dc4,Invertebrates; Animal fluids; Crustacea
6dc5,Invertebrates; Animal fluids; Arachnida
6dc6,Invertebrates; Animal fluids; Insecta; 
6dc7,Invertebrates; Animal fluids; Exopterygota
6dc8,Invertebrates; Animal fluids; Diptera
6dc9,Invertebrates; Animal fluids; 
6dd0,Invertebrates; Respiration; Energetics; 
6dd1,Invertebrates; Respiration; Energetics; Lower invertebrates
6dd2,Invertebrates; Respiration; Energetics; Mollusca
6dd3,Invertebrates; Respiration; Energetics; Vermes
6dd4,Invertebrates; Respiration; Energetics; Crustacea
6dd5,Invertebrates; Respiration; Energetics; Arachnida
6dd6,Invertebrates; Respiration; Energetics; Insecta; 
6dd7,Invertebrates; Respiration; Energetics; Exopterygota
6dd8,Invertebrates; Respiration; Energetics; Diptera
6dd9,Invertebrates; Respiration; Energetics; 
6de0,Invertebrates; Chemosynthesis; Pigmentation; 
6de1,Invertebrates; Chemosynthesis; Pigmentation; Lower invertebrates
6de2,Invertebrates; Chemosynthesis; Pigmentation; Mollusca
6de3,Invertebrates; Chemosynthesis; Pigmentation; Vermes
6de4,Invertebrates; Chemosynthesis; Pigmentation; Crustacea
6de5,Invertebrates; Chemosynthesis; Pigmentation; Arachnida
6de6,Invertebrates; Chemosynthesis; Pigmentation; Insecta; 
6de7,Invertebrates; Chemosynthesis; Pigmentation; Exopterygota
6de8,Invertebrates; Chemosynthesis; Pigmentation; Diptera
6de9,Invertebrates; Chemosynthesis; Pigmentation; 
6df0,Invertebrates;  Metabolism; 
6df1,Invertebrates;  Metabolism; Lower invertebrates
6df2,Invertebrates;  Metabolism; Mollusca
6df3,Invertebrates;  Metabolism; Vermes
6df4,Invertebrates;  Metabolism; Crustacea
6df5,Invertebrates;  Metabolism; Arachnida
6df6,Invertebrates;  Metabolism; Insecta; 
6df7,Invertebrates;  Metabolism; Exopterygota
6df8,Invertebrates;  Metabolism; Diptera
6df9,Invertebrates;  Metabolism; 
6dg0,Invertebrates; Growth; 
6dg1,Invertebrates; Growth; Lower invertebrates
6dg2,Invertebrates; Growth; Mollusca
6dg3,Invertebrates; Growth; Vermes
6dg4,Invertebrates; Growth; Crustacea
6dg5,Invertebrates; Growth; Arachnida
6dg6,Invertebrates; Growth; Insecta; 
6dg7,Invertebrates; Growth; Exopterygota
6dg8,Invertebrates; Growth; Diptera
6dg9,Invertebrates; Growth; 
6dh0,Invertebrates; Reproduction; 
6dh1,Invertebrates; Reproduction; Lower invertebrates
6dh2,Invertebrates; Reproduction; Mollusca
6dh3,Invertebrates; Reproduction; Vermes
6dh4,Invertebrates; Reproduction; Crustacea
6dh5,Invertebrates; Reproduction; Arachnida
6dh6,Invertebrates; Reproduction; Insecta; 
6dh7,Invertebrates; Reproduction; Exopterygota
6dh8,Invertebrates; Reproduction; Diptera
6dh9,Invertebrates; Reproduction; 
6dj0,Invertebrates; Endocrinological functions; 
6dj1,Invertebrates; Endocrinological functions; Lower invertebrates
6dj2,Invertebrates; Endocrinological functions; Mollusca
6dj3,Invertebrates; Endocrinological functions; Vermes
6dj4,Invertebrates; Endocrinological functions; Crustacea
6dj5,Invertebrates; Endocrinological functions; Arachnida
6dj6,Invertebrates; Endocrinological functions; Insecta; 
6dj7,Invertebrates; Endocrinological functions; Exopterygota
6dj8,Invertebrates; Endocrinological functions; Diptera
6dj9,Invertebrates; Endocrinological functions; 
6dk0,Invertebrates; Biological rhythms; 
6dk1,Invertebrates; Biological rhythms; Lower invertebrates
6dk2,Invertebrates; Biological rhythms; Mollusca
6dk3,Invertebrates; Biological rhythms; Vermes
6dk4,Invertebrates; Biological rhythms; Crustacea
6dk5,Invertebrates; Biological rhythms; Arachnida
6dk6,Invertebrates; Biological rhythms; Insecta; 
6dk7,Invertebrates; Biological rhythms; Exopterygota
6dk8,Invertebrates; Biological rhythms; Diptera
6dk9,Invertebrates; Biological rhythms; 
6dm0,Invertebrates; Movement; 
6dm1,Invertebrates; Movement; Lower invertebrates
6dm2,Invertebrates; Movement; Mollusca
6dm3,Invertebrates; Movement; Vermes
6dm4,Invertebrates; Movement; Crustacea
6dm5,Invertebrates; Movement; Arachnida
6dm6,Invertebrates; Movement; Insecta; 
6dm7,Invertebrates; Movement; Exopterygota
6dm8,Invertebrates; Movement; Diptera
6dm9,Invertebrates; Movement; 
6dn0,Invertebrates; Neurophysiology; 
6dn1,Invertebrates; Neurophysiology; Lower invertebrates
6dn2,Invertebrates; Neurophysiology; Mollusca
6dn3,Invertebrates; Neurophysiology; Vermes
6dn4,Invertebrates; Neurophysiology; Crustacea
6dn5,Invertebrates; Neurophysiology; Arachnida
6dn6,Invertebrates; Neurophysiology; Insecta; 
6dn7,Invertebrates; Neurophysiology; Exopterygota
6dn8,Invertebrates; Neurophysiology; Diptera
6dn9,Invertebrates; Neurophysiology; 
6dp0,Invertebrates; Senses; 
6dp1,Invertebrates; Senses; Lower invertebrates
6dp2,Invertebrates; Senses; Mollusca
6dp3,Invertebrates; Senses; Vermes
6dp4,Invertebrates; Senses; Crustacea
6dp5,Invertebrates; Senses; Arachnida
6dp6,Invertebrates; Senses; Insecta; 
6dp7,Invertebrates; Senses; Exopterygota
6dp8,Invertebrates; Senses; Diptera
6dp9,Invertebrates; Senses; 
6dq0,Invertebrates; Physiological response to physical factors; 
6dq1,Invertebrates; Physiological response to physical factors; Lower invertebrates
6dq2,Invertebrates; Physiological response to physical factors; Mollusca
6dq3,Invertebrates; Physiological response to physical factors; Vermes
6dq4,Invertebrates; Physiological response to physical factors; Crustacea
6dq5,Invertebrates; Physiological response to physical factors; Arachnida
6dq6,Invertebrates; Physiological response to physical factors; Insecta; 
6dq7,Invertebrates; Physiological response to physical factors; Exopterygota
6dq8,Invertebrates; Physiological response to physical factors; Diptera
6dq9,Invertebrates; Physiological response to physical factors; 
6dr0,Invertebrates; Physiological response to chemicals; 
6dr1,Invertebrates; Physiological response to chemicals; Lower invertebrates
6dr2,Invertebrates; Physiological response to chemicals; Mollusca
6dr3,Invertebrates; Physiological response to chemicals; Vermes
6dr4,Invertebrates; Physiological response to chemicals; Crustacea
6dr5,Invertebrates; Physiological response to chemicals; Arachnida
6dr6,Invertebrates; Physiological response to chemicals; Insecta; 
6dr7,Invertebrates; Physiological response to chemicals; Exopterygota
6dr8,Invertebrates; Physiological response to chemicals; Diptera
6dr9,Invertebrates; Physiological response to chemicals; 
6ds0,Invertebrates; Biochemistry; 
6ds1,Invertebrates; Biochemistry; Lower invertebrates
6ds2,Invertebrates; Biochemistry; Mollusca
6ds3,Invertebrates; Biochemistry; Vermes
6ds4,Invertebrates; Biochemistry; Crustacea
6ds5,Invertebrates; Biochemistry; Arachnida
6ds6,Invertebrates; Biochemistry; Insecta; 
6ds7,Invertebrates; Biochemistry; Exopterygota
6ds8,Invertebrates; Biochemistry; Diptera
6ds9,Invertebrates; Biochemistry; 
6dt0,Invertebrates; Molecular Biology; 
6dt1,Invertebrates; Molecular Biology; Lower invertebrates
6dt2,Invertebrates; Molecular Biology; Mollusca
6dt3,Invertebrates; Molecular Biology; Vermes
6dt4,Invertebrates; Molecular Biology; Crustacea
6dt5,Invertebrates; Molecular Biology; Arachnida
6dt6,Invertebrates; Molecular Biology; Insecta; 
6dt7,Invertebrates; Molecular Biology; Exopterygota
6dt8,Invertebrates; Molecular Biology; Diptera
6dt9,Invertebrates; Molecular Biology; 
6du0,Invertebrates; Biodegradation; 
6du1,Invertebrates; Biodegradation; Lower invertebrates
6du2,Invertebrates; Biodegradation; Mollusca
6du3,Invertebrates; Biodegradation; Vermes
6du4,Invertebrates; Biodegradation; Crustacea
6du5,Invertebrates; Biodegradation; Arachnida
6du6,Invertebrates; Biodegradation; Insecta; 
6du7,Invertebrates; Biodegradation; Exopterygota
6du8,Invertebrates; Biodegradation; Diptera
6du9,Invertebrates; Biodegradation; 
6dv0,Invertebrates; Immunology; 
6dv1,Invertebrates; Immunology; Lower invertebrates
6dv2,Invertebrates; Immunology; Mollusca
6dv3,Invertebrates; Immunology; Vermes
6dv4,Invertebrates; Immunology; Crustacea
6dv5,Invertebrates; Immunology; Arachnida
6dv6,Invertebrates; Immunology; Insecta; 
6dv7,Invertebrates; Immunology; Exopterygota
6dv8,Invertebrates; Immunology; Diptera
6dv9,Invertebrates; Immunology; 
6e0,Invertebrates; Ecology; 
6e1,Invertebrates; Ecology; Lower invertebrates
6e2,Invertebrates; Ecology; Mollusca
6e3,Invertebrates; Ecology; Vermes
6e4,Invertebrates; Ecology; Crustacea
6e5,Invertebrates; Ecology; Arachnida
6e6,Invertebrates; Ecology; Insecta; 
6e7,Invertebrates; Ecology; Exopterygota
6e8,Invertebrates; Ecology; Diptera
6e9,Invertebrates; Ecology; 
6ea0,Invertebrates; Ecology; Inland Waters; 
6ea1,Invertebrates; Ecology; Inland Waters; Lower invertebrates
6ea2,Invertebrates; Ecology; Inland Waters; Mollusca
6ea3,Invertebrates; Ecology; Inland Waters; Vermes
6ea4,Invertebrates; Ecology; Inland Waters; Crustacea
6ea5,Invertebrates; Ecology; Inland Waters; Arachnida
6ea6,Invertebrates; Ecology; Inland Waters; Insecta; 
6ea7,Invertebrates; Ecology; Inland Waters; Exopterygota
6ea8,Invertebrates; Ecology; Inland Waters; Diptera
6ea9,Invertebrates; Ecology; Inland Waters; 
6eb0,Invertebrates; Ecology; Lakes; 
6eb1,Invertebrates; Ecology; Lakes; Lower invertebrates
6eb2,Invertebrates; Ecology; Lakes; Mollusca
6eb3,Invertebrates; Ecology; Lakes; Vermes
6eb4,Invertebrates; Ecology; Lakes; Crustacea
6eb5,Invertebrates; Ecology; Lakes; Arachnida
6eb6,Invertebrates; Ecology; Lakes; Insecta; 
6eb7,Invertebrates; Ecology; Lakes; Exopterygota
6eb8,Invertebrates; Ecology; Lakes; Diptera
6eb9,Invertebrates; Ecology; Lakes; 
6ec0,Invertebrates; Ecology; Temporary ponds; Temporary pools; 
6ec1,Invertebrates; Ecology; Temporary ponds; Temporary pools; Lower invertebrates
6ec2,Invertebrates; Ecology; Temporary ponds; Temporary pools; Mollusca
6ec3,Invertebrates; Ecology; Temporary ponds; Temporary pools; Vermes
6ec4,Invertebrates; Ecology; Temporary ponds; Temporary pools; Crustacea
6ec5,Invertebrates; Ecology; Temporary ponds; Temporary pools; Arachnida
6ec6,Invertebrates; Ecology; Temporary ponds; Temporary pools; Insecta; 
6ec7,Invertebrates; Ecology; Temporary ponds; Temporary pools; Exopterygota
6ec8,Invertebrates; Ecology; Temporary ponds; Temporary pools; Diptera
6ec9,Invertebrates; Ecology; Temporary ponds; Temporary pools; 
6ed0,Invertebrates; Ecology; Flowing waters; Rivers; 
6ed1,Invertebrates; Ecology; Flowing waters; Rivers; Lower invertebrates
6ed2,Invertebrates; Ecology; Flowing waters; Rivers; Mollusca
6ed3,Invertebrates; Ecology; Flowing waters; Rivers; Vermes
6ed4,Invertebrates; Ecology; Flowing waters; Rivers; Crustacea
6ed5,Invertebrates; Ecology; Flowing waters; Rivers; Arachnida
6ed6,Invertebrates; Ecology; Flowing waters; Rivers; Insecta; 
6ed7,Invertebrates; Ecology; Flowing waters; Rivers; Exopterygota
6ed8,Invertebrates; Ecology; Flowing waters; Rivers; Diptera
6ed9,Invertebrates; Ecology; Flowing waters; Rivers; 
6ee0,Invertebrates; Ecology; Estuaries; Lagoons; 
6ee1,Invertebrates; Ecology; Estuaries; Lagoons; Lower invertebrates
6ee2,Invertebrates; Ecology; Estuaries; Lagoons; Mollusca
6ee3,Invertebrates; Ecology; Estuaries; Lagoons; Vermes
6ee4,Invertebrates; Ecology; Estuaries; Lagoons; Crustacea
6ee5,Invertebrates; Ecology; Estuaries; Lagoons; Arachnida
6ee6,Invertebrates; Ecology; Estuaries; Lagoons; Insecta; 
6ee7,Invertebrates; Ecology; Estuaries; Lagoons; Exopterygota
6ee8,Invertebrates; Ecology; Estuaries; Lagoons; Diptera
6ee9,Invertebrates; Ecology; Estuaries; Lagoons; 
6ef0,Invertebrates; Ecology; Seas; Oceans; 
6ef1,Invertebrates; Ecology; Seas; Oceans; Lower invertebrates
6ef2,Invertebrates; Ecology; Seas; Oceans; Mollusca
6ef3,Invertebrates; Ecology; Seas; Oceans; Vermes
6ef4,Invertebrates; Ecology; Seas; Oceans; Crustacea
6ef5,Invertebrates; Ecology; Seas; Oceans; Arachnida
6ef6,Invertebrates; Ecology; Seas; Oceans; Insecta; 
6ef7,Invertebrates; Ecology; Seas; Oceans; Exopterygota
6ef8,Invertebrates; Ecology; Seas; Oceans; Diptera
6ef9,Invertebrates; Ecology; Seas; Oceans; 
6eg0,Invertebrates; Ecology; Soil water; 
6eg1,Invertebrates; Ecology; Soil water; Lower invertebrates
6eg2,Invertebrates; Ecology; Soil water; Mollusca
6eg3,Invertebrates; Ecology; Soil water; Vermes
6eg4,Invertebrates; Ecology; Soil water; Crustacea
6eg5,Invertebrates; Ecology; Soil water; Arachnida
6eg6,Invertebrates; Ecology; Soil water; Insecta; 
6eg7,Invertebrates; Ecology; Soil water; Exopterygota
6eg8,Invertebrates; Ecology; Soil water; Diptera
6eg9,Invertebrates; Ecology; Soil water; 
6eh0,Invertebrates; Ecology; Wetlands; 
6eh1,Invertebrates; Ecology; Wetlands; Lower invertebrates
6eh2,Invertebrates; Ecology; Wetlands; Mollusca
6eh3,Invertebrates; Ecology; Wetlands; Vermes
6eh4,Invertebrates; Ecology; Wetlands; Crustacea
6eh5,Invertebrates; Ecology; Wetlands; Arachnida
6eh6,Invertebrates; Ecology; Wetlands; Insecta; 
6eh7,Invertebrates; Ecology; Wetlands; Exopterygota
6eh8,Invertebrates; Ecology; Wetlands; Diptera
6eh9,Invertebrates; Ecology; Wetlands; 
6ej0,Invertebrates; Ecology; Snow; Ice; 
6ej1,Invertebrates; Ecology; Snow; Ice; Lower invertebrates
6ej2,Invertebrates; Ecology; Snow; Ice; Mollusca
6ej3,Invertebrates; Ecology; Snow; Ice; Vermes
6ej4,Invertebrates; Ecology; Snow; Ice; Crustacea
6ej5,Invertebrates; Ecology; Snow; Ice; Arachnida
6ej6,Invertebrates; Ecology; Snow; Ice; Insecta; 
6ej7,Invertebrates; Ecology; Snow; Ice; Exopterygota
6ej8,Invertebrates; Ecology; Snow; Ice; Diptera
6ej9,Invertebrates; Ecology; Snow; Ice; 
6ek0,Invertebrates; Ecology; Atmosphere; 
6ek1,Invertebrates; Ecology; Atmosphere; Lower invertebrates
6ek2,Invertebrates; Ecology; Atmosphere; Mollusca
6ek3,Invertebrates; Ecology; Atmosphere; Vermes
6ek4,Invertebrates; Ecology; Atmosphere; Crustacea
6ek5,Invertebrates; Ecology; Atmosphere; Arachnida
6ek6,Invertebrates; Ecology; Atmosphere; Insecta; 
6ek7,Invertebrates; Ecology; Atmosphere; Exopterygota
6ek8,Invertebrates; Ecology; Atmosphere; Diptera
6ek9,Invertebrates; Ecology; Atmosphere; 
6em0,Invertebrates; Ecology; Coasts; 
6em1,Invertebrates; Ecology; Coasts; Lower invertebrates
6em2,Invertebrates; Ecology; Coasts; Mollusca
6em3,Invertebrates; Ecology; Coasts; Vermes
6em4,Invertebrates; Ecology; Coasts; Crustacea
6em5,Invertebrates; Ecology; Coasts; Arachnida
6em6,Invertebrates; Ecology; Coasts; Insecta; 
6em7,Invertebrates; Ecology; Coasts; Exopterygota
6em8,Invertebrates; Ecology; Coasts; Diptera
6em9,Invertebrates; Ecology; Coasts; 
6en0,Invertebrates; Ecology; Laboratory experimentation; 
6en1,Invertebrates; Ecology; Laboratory experimentation; Lower invertebrates
6en2,Invertebrates; Ecology; Laboratory experimentation; Mollusca
6en3,Invertebrates; Ecology; Laboratory experimentation; Vermes
6en4,Invertebrates; Ecology; Laboratory experimentation; Crustacea
6en5,Invertebrates; Ecology; Laboratory experimentation; Arachnida
6en6,Invertebrates; Ecology; Laboratory experimentation; Insecta; 
6en7,Invertebrates; Ecology; Laboratory experimentation; Exopterygota
6en8,Invertebrates; Ecology; Laboratory experimentation; Diptera
6en9,Invertebrates; Ecology; Laboratory experimentation; 
6eo0,Invertebrates; Ecology; Biological interaction; 
6eo1,Invertebrates; Ecology; Biological interaction; Lower invertebrates
6eo2,Invertebrates; Ecology; Biological interaction; Mollusca
6eo3,Invertebrates; Ecology; Biological interaction; Vermes
6eo4,Invertebrates; Ecology; Biological interaction; Crustacea
6eo5,Invertebrates; Ecology; Biological interaction; Arachnida
6eo6,Invertebrates; Ecology; Biological interaction; Insecta; 
6eo7,Invertebrates; Ecology; Biological interaction; Exopterygota
6eo8,Invertebrates; Ecology; Biological interaction; Diptera
6eo9,Invertebrates; Ecology; Biological interaction; 
6ep0,Invertebrates; Ecology; Underground waters; 
6ep1,Invertebrates; Ecology; Underground waters; Lower invertebrates
6ep2,Invertebrates; Ecology; Underground waters; Mollusca
6ep3,Invertebrates; Ecology; Underground waters; Vermes
6ep4,Invertebrates; Ecology; Underground waters; Crustacea
6ep5,Invertebrates; Ecology; Underground waters; Arachnida
6ep6,Invertebrates; Ecology; Underground waters; Insecta; 
6ep7,Invertebrates; Ecology; Underground waters; Exopterygota
6ep8,Invertebrates; Ecology; Underground waters; Diptera
6ep9,Invertebrates; Ecology; Underground waters; 
6eq0,Invertebrates; Ecology; Hot springs; 
6eq1,Invertebrates; Ecology; Hot springs; Lower invertebrates
6eq2,Invertebrates; Ecology; Hot springs; Mollusca
6eq3,Invertebrates; Ecology; Hot springs; Vermes
6eq4,Invertebrates; Ecology; Hot springs; Crustacea
6eq5,Invertebrates; Ecology; Hot springs; Arachnida
6eq6,Invertebrates; Ecology; Hot springs; Insecta; 
6eq7,Invertebrates; Ecology; Hot springs; Exopterygota
6eq8,Invertebrates; Ecology; Hot springs; Diptera
6eq9,Invertebrates; Ecology; Hot springs; 
6er0,Invertebrates; Ecology; Inland seas; Salt lakes; 
6er1,Invertebrates; Ecology; Inland seas; Salt lakes; Lower invertebrates
6er2,Invertebrates; Ecology; Inland seas; Salt lakes; Mollusca
6er3,Invertebrates; Ecology; Inland seas; Salt lakes; Vermes
6er4,Invertebrates; Ecology; Inland seas; Salt lakes; Crustacea
6er5,Invertebrates; Ecology; Inland seas; Salt lakes; Arachnida
6er6,Invertebrates; Ecology; Inland seas; Salt lakes; Insecta; 
6er7,Invertebrates; Ecology; Inland seas; Salt lakes; Exopterygota
6er8,Invertebrates; Ecology; Inland seas; Salt lakes; Diptera
6er9,Invertebrates; Ecology; Inland seas; Salt lakes; 
6es0,Invertebrates; Ecology; Sewage; 
6es1,Invertebrates; Ecology; Sewage; Lower invertebrates
6es2,Invertebrates; Ecology; Sewage; Mollusca
6es3,Invertebrates; Ecology; Sewage; Vermes
6es4,Invertebrates; Ecology; Sewage; Crustacea
6es5,Invertebrates; Ecology; Sewage; Arachnida
6es6,Invertebrates; Ecology; Sewage; Insecta; 
6es7,Invertebrates; Ecology; Sewage; Exopterygota
6es8,Invertebrates; Ecology; Sewage; Diptera
6es9,Invertebrates; Ecology; Sewage; 
6et0,Invertebrates; Ecology; Canals; 
6et1,Invertebrates; Ecology; Canals; Lower invertebrates
6et2,Invertebrates; Ecology; Canals; Mollusca
6et3,Invertebrates; Ecology; Canals; Vermes
6et4,Invertebrates; Ecology; Canals; Crustacea
6et5,Invertebrates; Ecology; Canals; Arachnida
6et6,Invertebrates; Ecology; Canals; Insecta; 
6et7,Invertebrates; Ecology; Canals; Exopterygota
6et8,Invertebrates; Ecology; Canals; Diptera
6et9,Invertebrates; Ecology; Canals; 
6eu0,Invertebrates; Ecology; Plant litter; 
6eu1,Invertebrates; Ecology; Plant litter; Lower invertebrates
6eu2,Invertebrates; Ecology; Plant litter; Mollusca
6eu3,Invertebrates; Ecology; Plant litter; Vermes
6eu4,Invertebrates; Ecology; Plant litter; Crustacea
6eu5,Invertebrates; Ecology; Plant litter; Arachnida
6eu6,Invertebrates; Ecology; Plant litter; Insecta; 
6eu7,Invertebrates; Ecology; Plant litter; Exopterygota
6eu8,Invertebrates; Ecology; Plant litter; Diptera
6eu9,Invertebrates; Ecology; Plant litter; 
6ew0,Invertebrates; Ecology; Water supply; 
6ew1,Invertebrates; Ecology; Water supply; Lower invertebrates
6ew2,Invertebrates; Ecology; Water supply; Mollusca
6ew3,Invertebrates; Ecology; Water supply; Vermes
6ew4,Invertebrates; Ecology; Water supply; Crustacea
6ew5,Invertebrates; Ecology; Water supply; Arachnida
6ew6,Invertebrates; Ecology; Water supply; Insecta; 
6ew7,Invertebrates; Ecology; Water supply; Exopterygota
6ew8,Invertebrates; Ecology; Water supply; Diptera
6ew9,Invertebrates; Ecology; Water supply; 
6ex0,Invertebrates; Radioecology; 
6ex1,Invertebrates; Radioecology; Lower invertebrates
6ex2,Invertebrates; Radioecology; Mollusca
6ex3,Invertebrates; Radioecology; Vermes
6ex4,Invertebrates; Radioecology; Crustacea
6ex5,Invertebrates; Radioecology; Arachnida
6ex6,Invertebrates; Radioecology; Insecta; 
6ex7,Invertebrates; Radioecology; Exopterygota
6ex8,Invertebrates; Radioecology; Diptera
6ex9,Invertebrates; Radioecology; 
6f0,Invertebrates; Life cycle; 
6f1,Invertebrates; Life cycle; Lower invertebrates
6f2,Invertebrates; Life cycle; Mollusca
6f3,Invertebrates; Life cycle; Vermes
6f4,Invertebrates; Life cycle; Crustacea
6f5,Invertebrates; Life cycle; Arachnida
6f6,Invertebrates; Life cycle; Insecta; 
6f7,Invertebrates; Life cycle; Exopterygota
6f8,Invertebrates; Life cycle; Diptera
6f9,Invertebrates; Life cycle; 
6g0,Invertebrates; social and commercial aspects: control; 
6g1,Invertebrates; social and commercial aspects: control; Lower invertebrates
6g2,Invertebrates; social and commercial aspects: control; Mollusca
6g3,Invertebrates; social and commercial aspects: control; Vermes
6g4,Invertebrates; social and commercial aspects: control; Crustacea
6g5,Invertebrates; social and commercial aspects: control; Arachnida
6g6,Invertebrates; social and commercial aspects: control; Insecta; 
6g7,Invertebrates; social and commercial aspects: control; Exopterygota
6g8,Invertebrates; social and commercial aspects: control; Diptera
6g9,Invertebrates; social and commercial aspects: control; 
6h0,Invertebrates; Pathology; 
6h1,Invertebrates; Pathology; Lower invertebrates
6h2,Invertebrates; Pathology; Mollusca
6h3,Invertebrates; Pathology;; Vermes
6h4,Invertebrates; Pathology; Crustacea
6h5,Invertebrates; Pathology; Arachnida
6h6,Invertebrates; Pathology; Insecta; 
6h7,Invertebrates; Pathology; Exopterygota
6h8,Invertebrates; Pathology; Diptera
6h9,Invertebrates; Pathology; 
6m0,Invertebrates; Fossils; 
6m1,Invertebrates; Fossils; Lower invertebrates
6m2,Invertebrates; Fossils; Mollusca
6m3,Invertebrates; Fossils; Vermes
6m4,Invertebrates; Fossils; Crustacea
6m5,Invertebrates; Fossils; Arachnida
6m6,Invertebrates; Fossils; Insecta; 
6m7,Invertebrates; Fossils; Exopterygota
6m8,Invertebrates; Fossils; Diptera
6m9,Invertebrates; Fossils; 
6n0,Invertebrates; Genetics; 
6n1,Invertebrates; Genetics; Lower invertebrates
6n2,Invertebrates; Genetics; Mollusca
6n3,Invertebrates; Genetics; Vermes
6n4,Invertebrates; Genetics; Crustacea
6n5,Invertebrates; Genetics; Arachnida
6n6,Invertebrates; Genetics; Insecta; 
6n7,Invertebrates; Genetics; Exopterygota
6n8,Invertebrates; Genetics; Diptera
6n9,Invertebrates; Genetics; 
6p0,Invertebrates; Behaviour; 
6p1,Invertebrates; Behaviour; Lower invertebrates
6p2,Invertebrates; Behaviour; Mollusca
6p3,Invertebrates; Behaviour; Vermes
6p4,Invertebrates; Behaviour; Crustacea
6p5,Invertebrates; Behaviour; Arachnida
6p6,Invertebrates; Behaviour; Insecta; 
6p7,Invertebrates; Behaviour; Exopterygota
6p8,Invertebrates; Behaviour; Diptera
6p9,Invertebrates; Behaviour; 
7,Fish
7a0,Fish; Methods; 
7a1,Fish; Methods; Salmonidae
7a2,Fish; Methods; Lampreys
7a3,Fish; Methods; Clupeidae
7a4,Fish; Methods; Esocidae
7a5,Fish; Methods; Cyprinidae
7a6,Fish; Methods; Anguillidae
7a7,Fish; Methods; Percidae
7a8,Fish; Methods; Cichlidae
7a9,Fish; Methods; 
7b0,Fish; Morphology; Taxonomy; 
